id,caption
532761,A living room that is filled with furniture.
468954,A man with glasses on playing wii with a wii remote in his hand.
19786,One person standing and another bending over in the foreground.
458410,A living room with an old fashioned TV and a couch.
66635,"A desk area with a computer monitor, keyboard and mouse."
383289,A security officer using a segway as a footrest
294695,two girls walk off the windy beach while a kite flies overhead
143068,Kites being used by people on a beach.
367228,Young man flying a kite over a grassy area by water.
140929,The clock is on display on the side of the building outside.
476787,There is a homemade pizza on a cutting board.
182923,A woman swinging a tennis racquet on a tennis court.
430048,"A business window with an ""ATM INSIDE"" sign,  reflecting a clock tower."
426241,A desktop computer sitting on top of a glass table.
226058,teddy bears dressed up in clothing sitting on a loveseat together
321118,A stuffed bear head and paw on a laptop computer.
78170,two women sitting in two separate train cars.
112997,a person is holding up an old cellphone
345356,A man in a gray shirt holds his phone as he sits by a man in a white t-shirt.
334977,A smart phone at different angles with windows.
459954,A woman peaking around a pile of old refrigerators.
404191,A refrigerator freezer sitting in a yellow kitchen.
501368,A person wearing a towel is drying their hair with a hair dryer.
67896,A clock displays a time for the public to see.
7888,A pedestal clock strikes 6:55 in a rainy sky.
183965,"A tray holding a sandwich and cappuccino, next to the pastry."
578871,A  young child standing in front of a table with plates of food.
442161,Three people pose for a picture while drinking wine
74209,A counter in a kitchen line with black metal stools.
176857,People in a hall with a camera taking a picture
361586,several people are purchasing tickets at a bus station
2592,Decorated coffee cup and knife sitting on a patterned surface.
382696,A kitchen under construction with a trashcan and stove.
412531,a single parking meter sitting next to some plants and a tree 
579902,A person riding a motorcycle down a street.
125850,A cat laying in a green bowl on a wooden table.
338219,A couple of motorcycles parked next to each other.
226171,A computer monitor sitting above a computer keyboard.
360951,A computer workstation with a laptop and a desktop computer.
446117,An orange on the middle of a park bench. 
437514,a wood bench is next to a tree
22589,A couple of sheep standing next to each other on a field.
575372,A road sign that indicates route sixty six.
280710,A group of people walking down a city street near a bus.
195045,A park filled with green grass and a tall leaf filled tree.
152465,A fire hydrant with a tire underneath it.
327890,There are some benches arranged together in an open park
230166,A herd of sheep grazing on a green grass covered piece of land next to a forest.
351589,A wooden bench sitting outside of a home.
17031,A very cute giraffe making a funny face.
534673,A white and blue buss driving on a cobblestone road.
239843,Two street signs on top of a stop sign.
49091,A city lined with tall buildings covered in hanging letters.
176701,Identical street signs pointing in the opposite directions of each other. 
358923,A woman with an umbrella hat talks on her cell phone. 
475904,A swan in the water near a boat tied to a dock.
539445,a red train is riding down the tracks 
100274,A long train traveling through a train yard.
82812,A group of commuters standing around a train station.
104198,A sign is next to an ornate white gazebo.
76547,the man is working on his laptop while he waits for the train.
479030,A large long train on a steel track.
573943,Parking lot full of different colored semi trucks.
347664,A herd of cattle walking across a sandy beach near the ocean.
524280,A cat outside looking straight ahead with a tree behind it.
18837,A green utility truck is parked on a street while a man climbs inside.
153011,A couple of food trucks parked in a parking lot.
533536,a cat intently watching something that caught its interest  on tv
51008,A cat looking like it is using a laptop 
155145,a boat with a rainbow umbrella sitting in water 
245576,An orange cat sitting on top of a computer desk.
491725,Picture of docked boats while sun is setting in distance
50811,am empty bowl and three empty beer bottles in front of a man
543300,A boat sits on the side of the dock.
207844,"People laying in chairs, walking, and playing in the water on the beach."
92416,A young man holding a bottle of beer while wearing a suit.
526103,A small elephant walks up to the fence in a zoo.
133343,A man with thick sunglasses and multiple piercings sits with his mouth open.
81061,A couch sitting on top of a field of grass.
540414,A group of people are sitting outside an outdoor market.
23023,Three pieces of luggage sitting on a floor in front of a curtain.
359855,A broken suitcase is on the side of the road.
402774,A woman holding an umbrella while walking in the rain.
412240,A dog sitting behind a pair of black shoes.
350019,A little boy is playing with a suitcase.
500211,a spooky looking hotel resort in the hills
496854,A newly married couple walking down a street.
328238,A man wearing a blue shirt catching a white frisbee.
52891,There is a dog holding a Frisbee in its mouth.
140286,A white horse drawn carriage in front of a yellow building.
481480,Two jockeys ride their horses in a race at the track. 
508639,A horse drawn buggy sits in front of pyramid shaped mosques.
45472,A table with some oranges and some cups.
6471,A baseball player holding a bat next to a base.
548506,"There is some apples, a pear, and a bunch of bananas. "
197388,A team of skiers rides intently across the snow.
139260,There is a banana split with whipped cream and a cherry.
312406,A couple of blocks of chocolate sitting next to bananas and pudding.
356428,A couple of people walking through a market filled with food.
110999,A painting of a man smiling behind a table with fruit
